,timetweet,isitweet,id,name,label,cleantweet
31,2021-03-23 4:57:57,b'RT @NayDonuts: Karena seorang BTP anggaran vaksin Covid-19 sebesar 75T mampu ditutupi dgn penghematan proyek Pertamina sbsr 84T.\n\nSekali be\xe2\x80\xa6',1.374223871105069e+18,jyantocan,netral,btp anggar vaksin covid tutup dgn hemat proyek pertamina sbsr nsekali
32,2021-03-23 4:57:36,"b'RT @fmtoday: Kula Segaran berkata cadangan itu ""sama sekali tidak adil"" bagi mereka di kawasan luar bandar. #FMTNews #KulaSegaran #Vaksin\xe2\x80\xa6'",1.3742237817035855e+18,BahangD,netral,kula segar cadang tidak adil kawasan bandar fmtnews kulasegaran vaksin
33,2021-03-23 4:57:36,"b'RT @Fahmibinhassan: \xe2\x80\x9cMi, aku ada sakit jantung. Aku baca berita banyak orang mati sakit jantung lepas ambil vaksin. Selamat ke untuk aku?\xe2\x80\x9d\xe2\x80\xa6'",1.3742237816238323e+18,haziqshafiqzam,negatif,sakit jantung baca berita orang mati sakit jantung lepas ambil vaksin selamat
34,2021-03-23 4:57:34,b'RT @DrAdhamBaba: Negara akan memperoleh 31.9 juta dos vaksin Pfizer-BioNTech.\n\nJuga perjanjian perolehan 12 juta dos lagi vaksin Sinovac.\xe2\x80\xa6',1.3742237748080394e+18,muezmahmood,netral,negara oleh juta dos vaksin pfizer biontech njuga janji oleh juta dos vaksin sinovac
35,2021-03-23 4:57:33,b'Peneliti Hentikan Sementara Pengembangan Vaksin Nusantara https://t.co/RHiTIoGK4a #beritajogja #jogja #jogjaistimewa https://t.co/UHXcvlxGo8',1.3742237695819407e+18,Harian_Jogja,netral,teliti henti kembang vaksin nusantara beritajogja jogja jogjaistimewa
36,2021-03-23 4:57:30,b'Presiden Jokowi beri apresiasi pada proses pendistribusian vaksin Astra Zeneca di Jawa Timur. \nDivaksin Asyik Lho https://t.co/231MNSsl2E',1.3742237594275308e+18,NogoWindu,positif,presiden jokowi apresiasi proses distribusi vaksin astra zeneca jawa timur ndivaksin asyik lho
37,2021-03-23 4:57:12,b'RT @Tere_one34: @AhlulQohwah https://t.co/sLNJDfjYav\nInvidualis.. Contohnya..',1.374223684970246e+18,ewin8923,netral,contoh
38,2021-03-23 4:57:10,b'Alhamdulilah sudah vaksin tahap 1 \xf0\x9f\x99\x83',1.3742236755708764e+18,ezrdys,positif,alhamdulilah vaksin tahap
39,2021-03-23 4:57:09,"b'Tiba tiba kepikiran dan sadar ternyata covid-19 banyak dampak positifnya. Contoh paling keliatan: Pengembangan vaksin yang ""normal"" nya takes around 10-15 years, di kondisi ini bisa dipercepat 10-15 kali lipat, dari virus ini viral sekitar setahun yang lalu sekarang udah release.'",1.3742236723999867e+18,rinardihilmi,positif,pikir sadar covid dampak positif contoh liat kembang vaksin normal nya takes around years kondisi cepat kali lipat virus viral tahun udah release
40,2021-03-23 4:57:09,"b'untung ya belom pulang kampung, coba kalo udah di kampung, malem dapet info besok siang vaksin wkwkwkwk, gimana cobak?'",1.3742236710242632e+18,elelkaaa,negatif,untung bom pulang kampung coba kalo udah kampung malem dapet info besok siang vaksin wkwkwkwk gimana cobak
41,2021-03-23 4:57:06,b'Ramai-ramai Kontra MUI soal Status Vaksin AstraZeneca \xe2\x80\x93 CNN Indonesia \xe2\x80\x93 https://t.co/p4Q8JRFtOP https://t.co/PB6rwLFUDm',1.3742236594983608e+18,opsiin,netral,ramai ramai kontra mui status vaksin astrazeneca cnn
42,2021-03-23 4:56:59,b'ponpes terima vaksin astrazeneca\nDivaksin Asyik Lho https://t.co/G6U1YmtKH0',1.3742236269547067e+18,anotherrmeeeee,positif,ponpes terima vaksin astrazeneca ndivaksin asyik lho
43,2021-03-23 4:56:52,b'Ramai-ramai Kontra MUI soal Status Vaksin AstraZeneca \xe2\x80\x93 CNN\xc2\xa0Indonesia https://t.co/1Q3jEE8ECM',1.374223601054974e+18,opsiin,netral,ramai ramai kontra mui status vaksin astrazeneca cnn
44,2021-03-23 4:56:52,b'Ramai-ramai Kontra MUI soal Status Vaksin AstraZeneca \xe2\x80\x93 CNN\xc2\xa0Indonesia https://t.co/lmYmUXLmpJ',1.3742235996373033e+18,opsiin,negatif,ramai ramai kontra mui status vaksin astrazeneca cnn
45,2021-03-23 4:56:52,"b'@ngalamfess Drh. Dona jalan cikaso. Vaksin 100, obat cacing 40, operasi 200+'",1.3742235975316316e+18,baebutterflyy,negatif,drh dona jalan cikaso vaksin obat cacing operasi
46,2021-03-23 4:56:43,b'@Tuti45931006 @ustadtengkuzul mungkin saja tetap bisa hidup.. mungkin yaa...\n\npertanyaannya... apa harus melihat ada keluarga terdekat yg meninggal.. baru kita mau d vaksin..??',1.374223561821327e+18,piet_alaipietz,negatif,hidup yaa npertanyaannya keluarga dekat tinggal vaksin
47,2021-03-23 4:56:42,b'Bocah gembul akhirnya berhasil vaksin https://t.co/irr9TpbDlH',1.374223557954138e+18,stethoscology,positif,bocah gembul hasil vaksin
48,2021-03-23 4:56:41,"b'RT @WagimanDeep212_: MUI minta jabatan BUMN untuk bisyaroh stempel halal vaksin Astra-Zeneca ane rasa wajar donk,\nPmerintah musti adil, kan\xe2\x80\xa6'",1.374223553856348e+18,Lion33432792,positif,mui jabat bumn bisyaroh stempel halal vaksin astra zeneca ane wajar donk npmerintah musti adil
49,2021-03-23 4:56:39,"b""Vaksin boleh dipakai karena ada unsur kedaruratan dan kebutuhan syar'i yang mendesak. https://t.co/8plPOitUV6""",1.374223546117886e+18,republikaonline,positif,vaksin pakai unsur darurat butuh syar desak
50,2021-03-23 4:56:38,b'RT @hariankompas: Pemerintah Kota Surabaya kembali menerima tambahan 11.770 vial vaksin merek Sinovac serta 10.000 vial AstraZeneca. Vaksin\xe2\x80\xa6',1.37422354007808e+18,Fm98Sonora,netral,perintah kota surabaya terima tambah vial vaksin merek sinovac vial astrazeneca vaksin
51,2021-03-23 4:56:34,b'Pelaksanaan pencanangan Vaksinasi massal di Halmahera Utara dengan 100 peserta\nDivaksin Asyik Lho yuk Vaksin https://t.co/C7dBBKpsMi',1.3742235241648207e+18,MawarLangitku,netral,laksana canang vaksinasi massal halmahera utara serta ndivaksin asyik lho yuk vaksin
52,2021-03-23 4:56:32,b'Penyuntikan Vaksin Covid-19 Indonesia Kalah Jauh dari India dan AS https://t.co/GnurNBmQxU',1.3742235147989443e+18,liputan6dotcom,netral,sunti vaksin covid kalah india
53,2021-03-23 4:56:27,"b'@AtidhiraWidya lah 2x lo wid. klo gue dsuruh bulan depan wid, langsung ke puskesmas kebon jahe tunjukin test pcr terakhir. gue kra di ibukota udh di vaksin smua, terutama kantor2'",1.3742234938777477e+18,haniefanm,netral,wid klo gue dsuruh wid langsung puskesmas kebon jahe tunjukin test pcr gue kra ibukota udh vaksin smua kantor
54,2021-03-23 4:56:23,b'#coba Simak Sederet Fakta Vaksin AstraZeneca di Indonesia! https://t.co/fojftt6bji',1.374223479201878e+18,ZidniNurobiAgam,netral,coba simak deret fakta vaksin astrazeneca
55,2021-03-23 4:56:15,"b'Divaksin Asyik Lho apalagi pas lg vaksin, dtemani presiden @jokowi  kereen https://t.co/pS6iEqbTnp'",1.3742234427617649e+18,Goreng_ann,positif,vaksin asyik lho pas vaksin dtemani presiden kereen
56,2021-03-23 4:56:14,b'cepatlah habis efek samping vaksin ni \xf0\x9f\xa5\xba lemau dah satu badan \xf0\x9f\xa4\x92',1.374223438957572e+18,hiinameera,negatif,cepat habis efek samping vaksin lemau dah badan
57,2021-03-23 4:56:11,b'@ngurahsaka ceritanya belio mau main kata kata tapi tidak tepat posisinya karena nasi dan vaksin adalah hal yg berbeda',1.374223427628798e+18,monyetpensiun,negatif,cerita belio main tidak posisi nasi vaksin beda
58,2021-03-23 4:56:08,b'Menemani kopi siang sehabis vaksin \xe2\x98\x95\nhttps://t.co/O1GZhtjRei \n\n#kopisiang #vaksin #updateblog',1.3742234129151795e+18,bisot,netral,tani kopi siang habis vaksin kopisiang vaksin updateblog
59,2021-03-23 4:56:08,b'RT @ustadtengkuzul: 2). Menurut MUI Pusat Vaksin Astra Zeneca BOLEH dipakai krn DARURAT. Maka tdk berdosa dan tdk berpahala dilakukan. \nMen\xe2\x80\xa6',1.3742234128312648e+18,wendrahaka,netral,mui pusat vaksin astra zeneca pakai krn darurat tdk dosa tdk pahala nmen
60,2021-03-23 4:56:05,"b'Eh ternyata pak Presiden sudah perintahkan pak Menkes RI pak Budi Gunadi Sadikin untuk segera distribusikan vaksin covid-19 AstraZeneca ke wilayah Jawa Timur, khususnya pondok2 pesantren.\n\n@KemenkesRI\n https://t.co/Npk4Il74s4'",1.3742234007265034e+18,mochamadarip,netral,presiden perintah menkes budi gunadi sadikin distribusi vaksin covid astrazeneca wilayah jawa timur pondok pesantren
61,2021-03-23 4:56:02,"b'Pihak AstraZeneca Buka Suara, Nyatakan Vaksin Tidak Mengandung Produk Turunan Babi https://t.co/Rfst437h2m'",1.3742233889488975e+18,galajabar,negatif,astrazeneca buka suara nyata vaksin tidak kandung produk turun babi
62,2021-03-23 4:56:01,b'Sinovac mengeklaim vaksin COVID-19 buatannya aman digunakan untuk bayi berusia tiga tahun hingga remaja berusia 17 tahun. #Sinovac #COVID19\nhttps://t.co/8K9GqqUGdA',1.3742233832488591e+18,antaranews,positif,sinovac klaim vaksin covid buat aman bayi usia remaja usia sinovac covid
63,2021-03-23 4:55:58,b'RT @liputan6dotcom: Sri Mulyani: Indonesia Masuk 12 Negara yang Suntikkan Vaksin Covid-19 Terbanyak di Dunia https://t.co/TGdMyekF2C',1.374223372180091e+18,Slash074,netral,sri mulyani masuk negara suntik vaksin covid dunia
64,2021-03-23 4:55:56,b'Masa sih vaksin dijadikan proyek ente? Masa sih? https://t.co/Z1n1A5Nyii',1.3742233648736215e+18,ecosocrights,netral,sih vaksin jadi proyek ente sih
65,2021-03-23 4:55:46,"b'Tbtb jam 11 ada pemberitahuan mau vaksin. Kalo emang hari ini mau vaksin tolong kasih tau, dari jamberapa sampe jamberapa. Apa emang udah ada pemberitahuan? Biar nasabahnya ngira-ngira keburu apa engga.'",1.374223320510468e+18,awluka9,netral,tbtb jam pemberitahuan vaksin kalo emang vaksin tolong kasih tau jamberapa sampe jamberapa emang udah pemberitahuan biar nasabah ngira ngira keburu engga
66,2021-03-23 4:55:33,b'@KompasTV Ribet amat...mau vaksin silahkan...mau gak vaksin ya silahkan. Ribet amat.',1.3742232685849805e+18,prabu_saga,negatif,ribet vaksin silah gak vaksin silah ribet
67,2021-03-23 4:55:25,"b'Vaksinasi covid ini sarat isu politik\nHarus hati2 betul pas ngedukasi, masalah merk, ED, harga vaksin, dll penting bagi peserta..\nVaksinnya gratis, tp mereka pengen tau harga per dosis dr pemerintah brp wkwk'",1.374223234451665e+18,BelvaGeniosa,negatif,vaksinasi covid sarat isu politik nharus hati pas ngedukasi merk harga vaksin dll serta nvaksinnya gratis ken tau harga dosis perintah brp wkwk
68,2021-03-23 4:55:19,"b'RT @jawapos: Efektif PTM Hari Ini, Gianyar Sisir Tenaga Pendidik yang Belum Vaksin https://t.co/Ptx85ul92M'",1.3742232099486188e+18,riestanamie,netral,efektif ptm gianyar sisir tenaga didik vaksin
69,2021-03-23 4:55:16,b'RT @okezonenews: 3 Ribu Petugas Bandara Disuntik Vaksin Covid-19 #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . htt\xe2\x80\xa6',1.3742231943583785e+18,Slash074,netral,ribu tugas bandara suntik vaksin covid lengkapcepatberitanya uang ekonomi ekonomi ekonomiindonesia htt
70,2021-03-23 4:54:56,b'RT @JeanAprilia96: Lagian ya....Skrg kan udah ada Vaksin...Peserta sidang bisa disuntik Vaksin kan Beres.....knp mesti maksa harus sidang O\xe2\x80\xa6',1.374223110526804e+18,joe_anno,negatif,skrg udah vaksin serta sidang suntik vaksin beres knp mesti maksa sidang
71,2021-03-23 4:54:55,"b'Senada dg WHO yg menyatakan manfaat penggunaan vaksin tersebut lebih besar dibandingkan efek samping yg ditimbulkan &amp; merekomendasikan vaksinasi u/ dilanjutkan, demikian juga sikap Ketua MUI Jawa Timur.\n@KemenkesRI \nhttps://t.co/RVzmX0cEVC https://t.co/ZVDwjJJWMu'",1.3742231083374019e+18,NgkongRoses,positif,nada who manfaat guna vaksin banding efek samping timbul amp rekomendasi vaksinasi lanjut sikap ketua mui jawa timur
72,2021-03-23 4:54:54,b'Presiden @jokowi sangat mengapresiasi pendistribusian Vaksin astrazeneca ke Jawa Timur\nDivaksin Asyik Lho guysss https://t.co/mNU5c4eVCh',1.3742231025073275e+18,MawarLangitku,positif,presiden apresiasi distribusi vaksin astrazeneca jawa timur ndivaksin asyik lho guysss
73,2021-03-23 4:54:49,b'RT @vincentrcrd: Gapapa kalau ga mau makai vaksin karena ga halal. Non-muslim aja didahulukan kalau begitu. \xf0\x9f\x99\x8f',1.3742230826933535e+18,niyyel_da,positif,gapapa maka vaksin halal non muslim aja dahulu
74,2021-03-23 4:54:47,"b'RT @triwul82: ""Tadi pagi juga saya bertemu dengan para kiai sepuh, para kiai dari MUI Jawa Timur yg menyampaikan bahwa vaksin AstraZeneca b\xe2\x80\xa6'",1.374223074204164e+18,SintaElvhee2_,netral,pagi temu kiai sepuh kiai mui jawa timur vaksin astrazeneca
75,2021-03-23 4:54:46,"b'Ntar pas wayahe vaksin,kayaknya banyak yg tanya ini coronavac apa astrazeneca \xf0\x9f\x98\x8c'",1.374223071179993e+18,iffatyantoaswin,netral,ntar pas wayahe vaksin kayak coronavac astrazeneca
76,2021-03-23 4:54:40,b'Woh ada yang pingsan habis disuntik vaksin. Perlunya pendampingan memang ya kalau divaksin.',1.374223044542042e+18,yonpurba,negatif,woh pingsan habis suntik vaksin damping vaksin
77,2021-03-23 4:54:22,"b'@ImaAli1 @albi_saga MUI mengeluarkan fatwa Nomor 14 tahun 2021 tentang Hukum Penggunaan Vaksin AstraZeneca.\nMeski memiliki kandungan haram,namun dalam Fatwa tersebut dijelaskan penggunaan vaksin produk AstraZeneca saat ini hukumnya dibolehkan atau mubah. Karena Dipertimbangan lebih banyak manfaatnya https://t.co/2V53d3WlRz'",1.374222970516738e+18,indhmstika,positif,mui keluar fatwa nomor hukum guna vaksin astrazeneca nmeski milik kandung haram fatwa guna vaksin produk astrazeneca hukum boleh mubah timbang manfaat
78,2021-03-23 4:54:20,b'Presiden sangat mengapresiasi pendistribusian Vaksin AstraZeneca\nDivaksin Asyik Lho https://t.co/HaUcuy9cwY',1.3742229625643622e+18,Daniita66227972,positif,presiden apresiasi distribusi vaksin astrazeneca ndivaksin asyik lho
79,2021-03-23 4:54:17,b'Divaksin Asyik Lho banyak yang ikut vaksin d Sidoarjo https://t.co/CYbdH5HUoJ',1.3742229472592732e+18,yupodif,positif,vaksin asyik lho vaksin sidoarjo
80,2021-03-23 4:54:03,"b'Presiden Joko Widodo menyampaikan bahwa berdasarkan apa yang disampaikan para kiai dari MUI Jawa Timur, vaksin AstraZeneca dapat digunakan dalam program vaksinasi massal yang digulirkan pemerintah.\n\n@jokowi @MichaelUmbas\n@KhofifahIP\n#vaksinasi #kiai #indonesiamaju #arusbawajokowi https://t.co/VcZxBkaUwF'",1.3742228883167683e+18,abjindonesia,positif,presiden joko widodo dasar kiai mui jawa timur vaksin astrazeneca program vaksinasi massal gulir perintah vaksinasi kiai indonesiamaju arusbawajokowi
81,2021-03-23 4:53:55,"b'BPOM Tegaskan Vaksin AstraZeneca RI Beda Batch, Tak Termasuk yang Bermasalah \xe2\x80\x93 detikHealth \xe2\x80\x93 https://t.co/RNYiGIYw3u https://t.co/0NIRTE80xM'",1.3742228581850191e+18,opsiin,positif,bpom tegas vaksin astrazeneca beda batch masalah detikhealth
82,2021-03-23 4:53:44,"b'RT @Dhinijogja: Para kyai sepuh dan kyai MUI di Jombang, Jatim, kemarin (22/3) melakukan vaksinasi AstraZeneca. Dalam vaksinasi massal ters\xe2\x80\xa6'",1.3742228112170967e+18,roysahadoen,netral,kyai sepuh kyai mui jombang jatim kemarin vaksinasi astrazeneca vaksinasi massal ters
83,2021-03-23 4:53:39,"b'RT @Separoh_Kumis: Finally, Pernyataan ahli Epidemiolog Pak Atoilah terkait Tripsin ini sangat masuk akal dan memberikan kita pemahaman yg\xe2\x80\xa6'",1.3742227892096369e+18,Iding30,netral,finally nyata ahli epidemiolog ato kait tripsin masuk akal paham
84,2021-03-23 4:53:28,"b'RT @eLFathir_: R U M U S \n.\n.\n.\nKritik Vaksin + basis massa = ""KOMISARIS""\n.\n.\n.\n.\n#DogmaMitologi https://t.co/PqBIUI90nR'",1.3742227426821448e+18,ndaru_wardani,netral,nkritik vaksin basis massa komisaris dogmamitologi
85,2021-03-23 4:53:23,b'@Tuti45931006 @ustadtengkuzul msh ada yg lain.\nvaksin dr produsen china. yg d ributkan juga sm si tenkyu beserta fans nya.\nlalu vaksin dr produsen amerika (yg katanya dedengkot kafir).\n\njadi mau pilih yg mana..??\n\nbtw.. bukan cuma Indonesia yg butuh vaksin. mungkin saja butuh proses lama tuk dapat lagi',1.3742227224782067e+18,piet_alaipietz,negatif,msh nvaksin produsen china ribut tenkyu serta fans nya nlalu vaksin produsen amerika dedengkot kafir njadi pilih nbtw butuh vaksin butuh proses tuk
86,2021-03-23 4:53:23,b'RT @albi_saga: Vaksin mengandung bahan babi oleh MUI dibolehkan???\xf0\x9f\x99\x84\xf0\x9f\x99\x84 https://t.co/0ZmmjP3quq',1.3742227208885412e+18,wahyujkt73,netral,vaksin kandung bahan babi mui boleh
87,2021-03-23 4:53:21,b'Apa Itu Nomor Batch? Sering Disebut Terkait Obat dan Vaksin \xe2\x80\x93 detikHealth \xe2\x80\x93 https://t.co/bHlhOeDSZE https://t.co/b4SKcxhTC4',1.374222714219692e+18,opsiin,netral,nomor batch kait obat vaksin detikhealth
88,2021-03-23 4:53:09,b'Jd inget ketika kemarin baru tau kalo vaksinnya bukan vaksin S semua pada kacau \xf0\x9f\x98\x82 ada yg mau pulang ada yg kepo langsung browsing \xf0\x9f\x98\x86',1.3742226655572746e+18,v_eunoia,negatif,inget kemarin tau kalo vaksin vaksin kacau pulang kepo langsung browsing
