timetweet,isitweet,id,name,label
2021-03-23 4:59:26,b'Jadwal vaksin buat rantau gimana ya \xf0\x9f\xa4\xa3',1374224245597773826,heruanggaSS,netral
2021-03-23 4:59:26,b'Baca ini di @hariankompas. Swedia dan Norway masih belum lanjut dengan vaksin ini: https://t.co/NdY6hhusEb https://t.co/G79vT3M5gS',1374224245161562115,Diellad,netral
2021-03-23 4:59:25,"b'Terdapat beberapa keadaan yang menjadikan VAKSINASI TIDAK SESUAI, iaitu:\n\n\xe2\x9c\x94 ALERGI TERUK dan ANAFILAKSIS, setelah menerima dos pertama vaksin COVID-19 (jangan ambil dos kedua)\n\xe2\x9c\x94 ALAHAN TERUK, ANAFILAKSIS terhadap vaksin, ubat-ubatan atau bahan lain'",1374224241042751492,JKJAVMY,netral
2021-03-23 4:59:19,b'RT @NgkongRoses: Senada dg WHO yg menyatakan manfaat penggunaan vaksin tersebut lebih besar dibandingkan efek samping yg ditimbulkan &amp; mere\xe2\x80\xa6',1374224215465893892,SOGOL49688803,positif
2021-03-23 4:59:14,"b'RT @jokowi: Bapak Kiai Hasan Mutawakkil Alallah, Ketua MUI Jatim menerima vaksin AstraZeneca hari ini di Sidoarjo. ""Hukumnya halal dan ta\xe2\x80\xa6'",1374224193986957312,Mochammadnurkh3,positif
2021-03-23 4:59:13,b'RT @TirtoID: Yang janggal-janggal tentang Vaksin Nusantara. Hehe.  \n\nhttps://t.co/yMNHNy8zx6',1374224191356989444,dhimas_akbar,negatif
2021-03-23 4:59:05,"b'RT @XFiles9000: ""Persis di situlah letak \'tidak ilmiahnya\'. Bagaimana mungkin mendudukan seorang tersangka, terdakwa, yang kasusnya masih b\xe2\x80\xa6'",1374224155323736066,Novelis11,netral
2021-03-23 4:59:04,"b'Vaksinasi Atlet Penting Untuk Menjaga Semangat Juang di Kejuaraan Internasional Atlet, pelatih, dan tenaga pendukungnya telah menerima vaksin Covid-19 dosis pertama pada 26 Februari dan dosis kedua pada 13 Maret 2021 lalu. https://t.co/qgzJjoa809'",1374224154254262272,terkinidotid,netral
2021-03-23 4:59:01,b'@VIVAcoid Ini issue persaingan antar produsen vaksin. Sponsornya pasti dari pesaingnya. Kabarkan yang bennar untuk rakyat.',1374224139834200064,Mayaka259,netral
2021-03-23 4:58:55,b'Sakit disuntik.\nIni kalo begini terus fix nda bakal bisa nerima vaksin \xf0\x9f\x98\xa3 https://t.co/lf6A6hYOrf',1374224114752184323,anggiielukita,negatif
2021-03-23 4:58:55,b'RT @idtodayco: Relawan Uji Vaksin Sinovac di Bandung Positif Covid-19 Jadi 95 Orang https://t.co/7oHpeRl3ga',1374224114408247299,AlFatih24678932,netral
2021-03-23 4:58:54,b'Aku siap di vaksin serum super soldier\xf0\x9f\x92\x89',1374224109651955712,shabrinamarsya,netral
2021-03-23 4:58:40,b'Simak Sederet Fakta Vaksin AstraZeneca di Indonesia! https://t.co/W0EgRQU83c',1374224052831748099,cnbcindonesia,netral
2021-03-23 4:58:37,b'@beersantay Lagi nyantai abis di vaksin \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1374224039460306947,wowrara,netral
2021-03-23 4:58:37,b'LPPOM MUI Jelaskan Soal Vaksin AstraZeneca Mengandung Babi https://t.co/eAo2c7vl04',1374224038172631041,monitordaycom,negatif
2021-03-23 4:58:35,b'RT @Khairykj: Syeikh Abdurrahman al-Sudais selaku Imam Masjid al-Haram menerima suntikan dos pertama vaksin COVID-19.',1374224031994421251,luqeem,netral
2021-03-23 4:58:34,b'Kemenkes Bicara Tripsin Babi dalam Pembuatan Vaksin AstraZeneca https://t.co/fonkyHEh0e',1374224027149946881,bunamaki123,negatif
2021-03-23 4:58:18,b'@bugenbi Dpt permen nggak habis vaksin?',1374223958585663489,dzulalwi,netral
2021-03-23 4:58:15,"b'RT @oxfara: Saat ini baru segelintir orang yang divaksin, sementara ratusan juta lainnya masih menunggu. Jika paspor vaksin untuk perjalana\xe2\x80\xa6'",1374223948037070850,didut,netral
2021-03-23 4:58:13,b'PT Bio Farma akan menjaga kualitas vaksin AstraZeneca tetap terjaga selama proses distribusi atau pengiriman. Salah satunya dengan terus memantau suhu tempat penyimpanan vaksin dalam proses pengiriman ke daerah. #TempoNasional https://t.co/ZJlIddA0tj',1374223940281724929,tempodotco,netral
2021-03-23 4:58:00,b'RT @penseskoad51: PEGAWAI NEGERI SIPIL SESKOAD MENERIMA VAKSIN TAHAP PERTAMA\n\nBandung. Sekolah Staf dan Komando TNI AD (Seskoad) PNS Seskoa\xe2\x80\xa6',1374223884191342596,ArnoldAlamsyah3,netral
2021-03-23 4:57:57,b'RT @NayDonuts: Karena seorang BTP anggaran vaksin Covid-19 sebesar 75T mampu ditutupi dgn penghematan proyek Pertamina sbsr 84T.\n\nSekali be\xe2\x80\xa6',1374223871105069059,jyantocan,netral
2021-03-23 4:57:36,"b'RT @fmtoday: Kula Segaran berkata cadangan itu ""sama sekali tidak adil"" bagi mereka di kawasan luar bandar. #FMTNews #KulaSegaran #Vaksin\xe2\x80\xa6'",1374223781703585793,BahangD,netral
2021-03-23 4:57:36,"b'RT @Fahmibinhassan: \xe2\x80\x9cMi, aku ada sakit jantung. Aku baca berita banyak orang mati sakit jantung lepas ambil vaksin. Selamat ke untuk aku?\xe2\x80\x9d\xe2\x80\xa6'",1374223781623832578,haziqshafiqzam,negatif
2021-03-23 4:57:34,b'RT @DrAdhamBaba: Negara akan memperoleh 31.9 juta dos vaksin Pfizer-BioNTech.\n\nJuga perjanjian perolehan 12 juta dos lagi vaksin Sinovac.\xe2\x80\xa6',1374223774808039427,muezmahmood,netral
2021-03-23 4:57:33,b'Peneliti Hentikan Sementara Pengembangan Vaksin Nusantara https://t.co/RHiTIoGK4a #beritajogja #jogja #jogjaistimewa https://t.co/UHXcvlxGo8',1374223769581940737,Harian_Jogja,netral
2021-03-23 4:57:30,b'Presiden Jokowi beri apresiasi pada proses pendistribusian vaksin Astra Zeneca di Jawa Timur. \nDivaksin Asyik Lho https://t.co/231MNSsl2E',1374223759427530757,NogoWindu,positif
2021-03-23 4:57:12,b'RT @Tere_one34: @AhlulQohwah https://t.co/sLNJDfjYav\nInvidualis.. Contohnya..',1374223684970246144,ewin8923,netral
2021-03-23 4:57:10,b'Alhamdulilah sudah vaksin tahap 1 \xf0\x9f\x99\x83',1374223675570876417,ezrdys,positif
2021-03-23 4:57:09,"b'Tiba tiba kepikiran dan sadar ternyata covid-19 banyak dampak positifnya. Contoh paling keliatan: Pengembangan vaksin yang ""normal"" nya takes around 10-15 years, di kondisi ini bisa dipercepat 10-15 kali lipat, dari virus ini viral sekitar setahun yang lalu sekarang udah release.'",1374223672399986691,rinardihilmi,positif
2021-03-23 4:57:09,"b'untung ya belom pulang kampung, coba kalo udah di kampung, malem dapet info besok siang vaksin wkwkwkwk, gimana cobak?'",1374223671024263168,elelkaaa,negatif
2021-03-23 4:57:06,b'Ramai-ramai Kontra MUI soal Status Vaksin AstraZeneca \xe2\x80\x93 CNN Indonesia \xe2\x80\x93 https://t.co/p4Q8JRFtOP https://t.co/PB6rwLFUDm',1374223659498360833,opsiin,netral
2021-03-23 4:56:59,b'ponpes terima vaksin astrazeneca\nDivaksin Asyik Lho https://t.co/G6U1YmtKH0',1374223626954706946,anotherrmeeeee,positif
2021-03-23 4:56:52,b'Ramai-ramai Kontra MUI soal Status Vaksin AstraZeneca \xe2\x80\x93 CNN\xc2\xa0Indonesia https://t.co/1Q3jEE8ECM',1374223601054973952,opsiin,netral
2021-03-23 4:56:52,b'Ramai-ramai Kontra MUI soal Status Vaksin AstraZeneca \xe2\x80\x93 CNN\xc2\xa0Indonesia https://t.co/lmYmUXLmpJ',1374223599637303297,opsiin,negatif
2021-03-23 4:56:52,"b'@ngalamfess Drh. Dona jalan cikaso. Vaksin 100, obat cacing 40, operasi 200+'",1374223597531631616,baebutterflyy,negatif
2021-03-23 4:56:43,b'@Tuti45931006 @ustadtengkuzul mungkin saja tetap bisa hidup.. mungkin yaa...\n\npertanyaannya... apa harus melihat ada keluarga terdekat yg meninggal.. baru kita mau d vaksin..??',1374223561821327362,piet_alaipietz,negatif
2021-03-23 4:56:42,b'Bocah gembul akhirnya berhasil vaksin https://t.co/irr9TpbDlH',1374223557954138116,stethoscology,positif
2021-03-23 4:56:41,"b'RT @WagimanDeep212_: MUI minta jabatan BUMN untuk bisyaroh stempel halal vaksin Astra-Zeneca ane rasa wajar donk,\nPmerintah musti adil, kan\xe2\x80\xa6'",1374223553856348160,Lion33432792,positif
2021-03-23 4:56:39,"b""Vaksin boleh dipakai karena ada unsur kedaruratan dan kebutuhan syar'i yang mendesak. https://t.co/8plPOitUV6""",1374223546117885956,republikaonline,positif
2021-03-23 4:56:38,b'RT @hariankompas: Pemerintah Kota Surabaya kembali menerima tambahan 11.770 vial vaksin merek Sinovac serta 10.000 vial AstraZeneca. Vaksin\xe2\x80\xa6',1374223540078080004,Fm98Sonora,netral
2021-03-23 4:56:34,b'Pelaksanaan pencanangan Vaksinasi massal di Halmahera Utara dengan 100 peserta\nDivaksin Asyik Lho yuk Vaksin https://t.co/C7dBBKpsMi',1374223524164820997,MawarLangitku,netral
2021-03-23 4:56:32,b'Penyuntikan Vaksin Covid-19 Indonesia Kalah Jauh dari India dan AS https://t.co/GnurNBmQxU',1374223514798944257,liputan6dotcom,netral
2021-03-23 4:56:27,"b'@AtidhiraWidya lah 2x lo wid. klo gue dsuruh bulan depan wid, langsung ke puskesmas kebon jahe tunjukin test pcr terakhir. gue kra di ibukota udh di vaksin smua, terutama kantor2'",1374223493877747714,haniefanm,netral
2021-03-23 4:56:23,b'#coba Simak Sederet Fakta Vaksin AstraZeneca di Indonesia! https://t.co/fojftt6bji',1374223479201878018,ZidniNurobiAgam,netral
2021-03-23 4:56:15,"b'Divaksin Asyik Lho apalagi pas lg vaksin, dtemani presiden @jokowi  kereen https://t.co/pS6iEqbTnp'",1374223442761764864,Goreng_ann,positif
2021-03-23 4:56:14,b'cepatlah habis efek samping vaksin ni \xf0\x9f\xa5\xba lemau dah satu badan \xf0\x9f\xa4\x92',1374223438957572097,hiinameera,negatif
2021-03-23 4:56:11,b'@ngurahsaka ceritanya belio mau main kata kata tapi tidak tepat posisinya karena nasi dan vaksin adalah hal yg berbeda',1374223427628797955,monyetpensiun,negatif
2021-03-23 4:56:08,b'Menemani kopi siang sehabis vaksin \xe2\x98\x95\nhttps://t.co/O1GZhtjRei \n\n#kopisiang #vaksin #updateblog',1374223412915179525,bisot,netral
2021-03-23 4:56:08,b'RT @ustadtengkuzul: 2). Menurut MUI Pusat Vaksin Astra Zeneca BOLEH dipakai krn DARURAT. Maka tdk berdosa dan tdk berpahala dilakukan. \nMen\xe2\x80\xa6',1374223412831264778,wendrahaka,netral
2021-03-23 4:56:05,"b'Eh ternyata pak Presiden sudah perintahkan pak Menkes RI pak Budi Gunadi Sadikin untuk segera distribusikan vaksin covid-19 AstraZeneca ke wilayah Jawa Timur, khususnya pondok2 pesantren.\n\n@KemenkesRI\n https://t.co/Npk4Il74s4'",1374223400726503425,mochamadarip,netral
2021-03-23 4:56:02,"b'Pihak AstraZeneca Buka Suara, Nyatakan Vaksin Tidak Mengandung Produk Turunan Babi https://t.co/Rfst437h2m'",1374223388948897793,galajabar,negatif
2021-03-23 4:56:01,b'Sinovac mengeklaim vaksin COVID-19 buatannya aman digunakan untuk bayi berusia tiga tahun hingga remaja berusia 17 tahun. #Sinovac #COVID19\nhttps://t.co/8K9GqqUGdA',1374223383248859137,antaranews,positif
2021-03-23 4:55:58,b'RT @liputan6dotcom: Sri Mulyani: Indonesia Masuk 12 Negara yang Suntikkan Vaksin Covid-19 Terbanyak di Dunia https://t.co/TGdMyekF2C',1374223372180090883,Slash074,netral
2021-03-23 4:55:56,b'Masa sih vaksin dijadikan proyek ente? Masa sih? https://t.co/Z1n1A5Nyii',1374223364873621504,ecosocrights,netral
2021-03-23 4:55:46,"b'Tbtb jam 11 ada pemberitahuan mau vaksin. Kalo emang hari ini mau vaksin tolong kasih tau, dari jamberapa sampe jamberapa. Apa emang udah ada pemberitahuan? Biar nasabahnya ngira-ngira keburu apa engga.'",1374223320510468098,awluka9,netral
2021-03-23 4:55:33,b'@KompasTV Ribet amat...mau vaksin silahkan...mau gak vaksin ya silahkan. Ribet amat.',1374223268584980483,prabu_saga,negatif
2021-03-23 4:55:25,"b'Vaksinasi covid ini sarat isu politik\nHarus hati2 betul pas ngedukasi, masalah merk, ED, harga vaksin, dll penting bagi peserta..\nVaksinnya gratis, tp mereka pengen tau harga per dosis dr pemerintah brp wkwk'",1374223234451664898,BelvaGeniosa,negatif
2021-03-23 4:55:19,"b'RT @jawapos: Efektif PTM Hari Ini, Gianyar Sisir Tenaga Pendidik yang Belum Vaksin https://t.co/Ptx85ul92M'",1374223209948618755,riestanamie,netral
2021-03-23 4:55:16,b'RT @okezonenews: 3 Ribu Petugas Bandara Disuntik Vaksin Covid-19 #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . htt\xe2\x80\xa6',1374223194358378496,Slash074,netral
2021-03-23 4:54:56,b'RT @JeanAprilia96: Lagian ya....Skrg kan udah ada Vaksin...Peserta sidang bisa disuntik Vaksin kan Beres.....knp mesti maksa harus sidang O\xe2\x80\xa6',1374223110526803978,joe_anno,negatif
2021-03-23 4:54:55,"b'Senada dg WHO yg menyatakan manfaat penggunaan vaksin tersebut lebih besar dibandingkan efek samping yg ditimbulkan &amp; merekomendasikan vaksinasi u/ dilanjutkan, demikian juga sikap Ketua MUI Jawa Timur.\n@KemenkesRI \nhttps://t.co/RVzmX0cEVC https://t.co/ZVDwjJJWMu'",1374223108337401857,NgkongRoses,positif
2021-03-23 4:54:54,b'Presiden @jokowi sangat mengapresiasi pendistribusian Vaksin astrazeneca ke Jawa Timur\nDivaksin Asyik Lho guysss https://t.co/mNU5c4eVCh',1374223102507327488,MawarLangitku,positif
2021-03-23 4:54:49,b'RT @vincentrcrd: Gapapa kalau ga mau makai vaksin karena ga halal. Non-muslim aja didahulukan kalau begitu. \xf0\x9f\x99\x8f',1374223082693353477,niyyel_da,positif
2021-03-23 4:54:47,"b'RT @triwul82: ""Tadi pagi juga saya bertemu dengan para kiai sepuh, para kiai dari MUI Jawa Timur yg menyampaikan bahwa vaksin AstraZeneca b\xe2\x80\xa6'",1374223074204164096,SintaElvhee2_,netral
2021-03-23 4:54:46,"b'Ntar pas wayahe vaksin,kayaknya banyak yg tanya ini coronavac apa astrazeneca \xf0\x9f\x98\x8c'",1374223071179993094,iffatyantoaswin,netral
2021-03-23 4:54:40,b'Woh ada yang pingsan habis disuntik vaksin. Perlunya pendampingan memang ya kalau divaksin.',1374223044542042113,yonpurba,negatif
2021-03-23 4:54:22,"b'@ImaAli1 @albi_saga MUI mengeluarkan fatwa Nomor 14 tahun 2021 tentang Hukum Penggunaan Vaksin AstraZeneca.\nMeski memiliki kandungan haram,namun dalam Fatwa tersebut dijelaskan penggunaan vaksin produk AstraZeneca saat ini hukumnya dibolehkan atau mubah. Karena Dipertimbangan lebih banyak manfaatnya https://t.co/2V53d3WlRz'",1374222970516738053,indhmstika,positif
2021-03-23 4:54:20,b'Presiden sangat mengapresiasi pendistribusian Vaksin AstraZeneca\nDivaksin Asyik Lho https://t.co/HaUcuy9cwY',1374222962564362243,Daniita66227972,positif
2021-03-23 4:54:17,b'Divaksin Asyik Lho banyak yang ikut vaksin d Sidoarjo https://t.co/CYbdH5HUoJ',1374222947259273222,yupodif,positif
2021-03-23 4:54:03,"b'Presiden Joko Widodo menyampaikan bahwa berdasarkan apa yang disampaikan para kiai dari MUI Jawa Timur, vaksin AstraZeneca dapat digunakan dalam program vaksinasi massal yang digulirkan pemerintah.\n\n@jokowi @MichaelUmbas\n@KhofifahIP\n#vaksinasi #kiai #indonesiamaju #arusbawajokowi https://t.co/VcZxBkaUwF'",1374222888316768261,abjindonesia,positif
2021-03-23 4:53:55,"b'BPOM Tegaskan Vaksin AstraZeneca RI Beda Batch, Tak Termasuk yang Bermasalah \xe2\x80\x93 detikHealth \xe2\x80\x93 https://t.co/RNYiGIYw3u https://t.co/0NIRTE80xM'",1374222858185019393,opsiin,positif
2021-03-23 4:53:44,"b'RT @Dhinijogja: Para kyai sepuh dan kyai MUI di Jombang, Jatim, kemarin (22/3) melakukan vaksinasi AstraZeneca. Dalam vaksinasi massal ters\xe2\x80\xa6'",1374222811217096708,roysahadoen,netral
2021-03-23 4:53:39,"b'RT @Separoh_Kumis: Finally, Pernyataan ahli Epidemiolog Pak Atoilah terkait Tripsin ini sangat masuk akal dan memberikan kita pemahaman yg\xe2\x80\xa6'",1374222789209636864,Iding30,netral
2021-03-23 4:53:28,"b'RT @eLFathir_: R U M U S \n.\n.\n.\nKritik Vaksin + basis massa = ""KOMISARIS""\n.\n.\n.\n.\n#DogmaMitologi https://t.co/PqBIUI90nR'",1374222742682144769,ndaru_wardani,netral
2021-03-23 4:53:23,b'@Tuti45931006 @ustadtengkuzul msh ada yg lain.\nvaksin dr produsen china. yg d ributkan juga sm si tenkyu beserta fans nya.\nlalu vaksin dr produsen amerika (yg katanya dedengkot kafir).\n\njadi mau pilih yg mana..??\n\nbtw.. bukan cuma Indonesia yg butuh vaksin. mungkin saja butuh proses lama tuk dapat lagi',1374222722478206977,piet_alaipietz,negatif
2021-03-23 4:53:23,b'RT @albi_saga: Vaksin mengandung bahan babi oleh MUI dibolehkan???\xf0\x9f\x99\x84\xf0\x9f\x99\x84 https://t.co/0ZmmjP3quq',1374222720888541186,wahyujkt73,netral
2021-03-23 4:53:21,b'Apa Itu Nomor Batch? Sering Disebut Terkait Obat dan Vaksin \xe2\x80\x93 detikHealth \xe2\x80\x93 https://t.co/bHlhOeDSZE https://t.co/b4SKcxhTC4',1374222714219692032,opsiin,netral
2021-03-23 4:53:09,b'Jd inget ketika kemarin baru tau kalo vaksinnya bukan vaksin S semua pada kacau \xf0\x9f\x98\x82 ada yg mau pulang ada yg kepo langsung browsing \xf0\x9f\x98\x86',1374222665557274625,v_eunoia,negatif
2021-03-23 4:53:09,b'Apa Itu Nomor Batch? Sering Disebut Terkait Obat dan Vaksin \xe2\x80\x93\xc2\xa0detikHealth https://t.co/uWJGvVVjce',1374222662319419399,opsiin,netral
2021-03-23 4:52:54,b'@Lonishania vaksin dmna lon',1374222600042209288,widyarizkyr,netral
2021-03-23 4:52:53,"b'@efyud Kmrn waktu vaksin sampai panitia berulang kali umumin, ""ini zona merah, dilarang kumpul2 dan ngobrol""'",1374222598339391490,Koko_Ghofran,negatif
2021-03-23 4:52:50,"b'Presiden juga meresmikan sistem penyediaan air minum umbulan winongan\nDivaksin Asyik Lho, jangan lupa ikutan vaksin ya! https://t.co/t8cXZg1nA5'",1374222583399280641,sxtarry1,positif
2021-03-23 4:52:46,"b'Setelah disuntik vaksin COVID-19, banyak yang merasa pegal dan kelelahan. Menurut dr Riskiyana Sukandhi Putra, Direktur Kesehatan Kerja dan Olahraga @KemenkesRI , reaksi tersebut adalah hal yang wajar. Hingga kini belum ada laporan kasus efek samping yang parah setelah vaksin. https://t.co/w89WAVKA9X'",1374222566492008448,FMB9ID_,negatif
2021-03-23 4:52:40,"b'Termasuk DKI, Vaksin AstraZeneca Disebar ke Provinsi Ini https://t.co/XXoVmaLGiP'",1374222540780924929,cnbcindonesia,netral
2021-03-23 4:52:39,b'RT @IsuUtama: Penjelasan LPPOM MUI Soal Tripsin Babi dan Vaksin AstraZeneca\n\nhttps://t.co/Yig6eieUTR',1374222536150425600,benarnggakcom,negatif
2021-03-23 4:52:32,"b'Bagi kalian yang tubuhnya kuat tanpa masalah di vaksin 1.. lanjutkan.. nih hasil rontgen, analisa hasil laboratorium darah.. saya alergi vaksin.. baru selesai.. https://t.co/grjCxCKxTY'",1374222507046100996,Andriamuis,positif
2021-03-23 4:52:28,b'@triwul82 @KemenkesRI Semoga vaksin bs mencukupi',1374222490931662848,MrsRachelIn,negatif
2021-03-23 4:52:26,"b'RT @gadisresidu_b3: Mau tosa tatut tertawa lagi.  Oh negeri +62 nggak ngulamanya nggak yang selingkuh semalaman cuma masuk dikit,  kok yo l\xe2\x80\xa6'",1374222483084115969,ndaru_wardani,negatif
2021-03-23 4:52:23,b'@toekangkuliner Udah rejekinya Bor...\n\nNanti semua juga akan terima vaksin..',1374222471285460993,sattoraji,positif
2021-03-23 4:52:07,"b'@republikaonline Biar ini jadi Tanggung jawab, pembuatan kebijakan.\nVaksin merah putih jadi kan??\nBoleh nggu sampe keluar ga?'",1374222402247221250,Basuki80844076,netral
2021-03-23 4:52:06,"b'RT @ferdiriva: Sudah ada beberapa. Kan vaksin bukan antivirus, tapi kalo kena, gak bergejala berat. Gitu. Bukan gara2 vaksin trus jadi positif co\xe2\x80\xa6'",1374222400502427649,mayangwld,positif
2021-03-23 4:51:55,"b'RT @mochamadarip: Ketua MUI Jawa Timur mengatakan vaksin covid-19 @AstraZeneca, halal &amp; thayiban. Jawa Timur emang beda sama Jakarta.\n\nTu\xe2\x80\xa6'",1374222353761140740,sendysuwanto,netral
2021-03-23 4:51:55,b'Saya dah la sado(dibaca gemuk)..kalau jarum vaksin patah mcm mana',1374222351680774145,mieqay1,negatif
2021-03-23 4:51:48,b'@03__nakula @KemenkesRI Saya siap divaksin dengan vaksin Astrazeneca.',1374222324887478272,Bsuworo,positif
2021-03-23 4:51:48,b'So sad... Ngga jadi vaksin ke dua karna lagi alergi biduran :( https://t.co/2BJsoKe6Rs',1374222323516018689,Syifanailufarro,netral
2021-03-23 4:51:41,"b'RT @geloraco: Beda dengan MUI Pusat, Ketua MUI Jawa Timur Sebut Vaksin AstraZeneca Halal\nhttps://t.co/IOiKjwI9qR'",1374222292863971330,DyahAja16,netral
2021-03-23 4:51:30,b'RT @cnbcindonesia: Kontroversi Vaksin Nusantara Terawan Hingga Disetop Sementara https://t.co/Cxllf9xLkB',1374222248257626117,PribumiMalaka,negatif
2021-03-23 4:51:23,"b'mama papaku vaksin today, huhu degdegan banget hopefully gaada efek samping parah yah buat mereka \xe2\x98\xb9\xef\xb8\x8f\xf0\x9f\xa5\xba'",1374222219082010625,PribumiMalaka,negatif
2021-03-23 4:51:20,"b'@budimuni98 Susah juga pak... vaksinasi masy umum kan baru sedikit. \nIbu saya yg Lansia sudah vaksin tapi saya n anak2 belum kena giliran vaksin, gimana bisa mudik bareng.'",1374222205005877249,DewiKipass,positif
2021-03-23 4:51:18,b'Vaksin apa nasi?\nhah gimana?\nhah? https://t.co/xigv1BxlTm',1374222199565905921,ngurahsaka,netral
2021-03-23 4:51:13,b'Bapak Ibu WP Tolong Catat! Wamenkeu: Uang Pajak Jadi Tumpuan Utama Pembelian Vaksin\nhttps://t.co/hS4zrws51y',1374222175264071682,industrycoid,netral
2021-03-23 4:51:11,"b'RT @RiantiDiani: MUI: ASTRAZENECA AMAN, BOLEH DIGUNAKAN!\n\nMajelis Ulama Indonesia (MUI) menyatakan vaksin asal perusahaan Inggris AstraZene\xe2\x80\xa6'",1374222167110389760,bakuLideran,netral
2021-03-23 4:51:09,b'RT @ustadtengkuzul: MUI Pusat setelah diteliti oleh LPPOM MUI menyatakan Vaksin Asrta Zeneca menyentuh babi dlm prosesnya. Haram tapi darur\xe2\x80\xa6',1374222161401946115,AbuMahana,negatif
2021-03-23 4:50:56,b'@ustadtengkuzul Para Kyai lebih tau makanya mereka di vaksin pak zul sudahlah bapak itu cuma buang energi ga ngaruh pa zul',1374222106418814976,HikmatSetiawa12,netral
2021-03-23 4:50:55,b'ih gua mau di vaksin takut bgt',1374222102417395715,barbearrr,negatif
2021-03-23 4:50:52,b'Para santri siap di vaksin.\nDivaksin Asyik Lho https://t.co/MpZu3Yz6lF',1374222087464755205,Begook4,positif
2021-03-23 4:50:51,"b'Sejarah, Unicef dan WHO Lihat Sendiri Vaksin Terhadap 100 Kiai NU Jatim, Catat, Hari Ini!\n\n#viruscorona #vaksin #WHO #UNICEF #AstraZenaca #muijatim #halal #KiaiNU #sinovac #infoterkini #Beritaterkini #Infopopuler\n\nhttps://t.co/DHPrlS2axA'",1374222086302887940,nyedulurcom,netral
2021-03-23 4:50:44,b'Hanya 7 Provinsi Ini yang Akan Terima Vaksin AstraZeneca\n\nhttps://t.co/rxja4KxIU2',1374222054128459781,mhomecareid,netral
2021-03-23 4:50:28,b'\xe2\x80\x9cWisata lah. Kan udah vaksin!\xe2\x80\x9d https://t.co/tKpgzBrRxr',1374221987745198083,senhansen,positif
2021-03-23 4:50:27,b'@Alanafirman_94 Ibu hamil ngga dapat jatah vaksin \xf0\x9f\x99\x84',1374221982212915203,iyaidisini,negatif
2021-03-23 4:50:22,"b'Presiden @jokowi mengungkapkan apa yang disampaikan para kiai dari MUI Jawa Timur, vaksin AstraZeneca dapat digunakan dalam program vaksinasi massal yang digulirkan pemerintah. Divaksin asyik lho lur, yuuuk kita divaksin https://t.co/LGrdFu90Jd'",1374221964127072256,elisasaidah,netral
2021-03-23 4:50:22,b'Presiden Jokowi pastikan semua siap di vaksin.\nDivaksin Asyik Lho https://t.co/Eu6z06HB52',1374221961165893636,Begook4,positif
